Train Name,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
SE3,Đà Nẵng,TP Hồ Chí Minh,2026-05-07,13:30,05:30,850000,248
TN2,TP Hồ Chí Minh,Nha Trang,2026-05-07,12:45,18:45,500000,248
SE4,Nha Trang,TP Hồ Chí Minh,2026-05-07,17:00,07:45,500000,248
SE10,TP Hồ Chí Minh,Bình Thuận,2026-05-07,07:30,19:00,350000,248
NA1,Bình Thuận,TP Hồ Chí Minh,2026-05-07,13:15,05:45,350000,248
SE2,Đà Nẵng,Huế,2026-05-07,06:45,20:15,120000,248
SE7,Huế,Đà Nẵng,2026-05-07,13:15,06:45,120000,248
HP1,Đà Nẵng,Nha Trang,2026-05-07,11:30,19:45,450000,248
TN2,Nha Trang,Đà Nẵng,2026-05-07,13:00,07:30,450000,248
NA2,Hà Nội,TP Hồ Chí Minh,2026-05-08,11:15,21:00,1200000,248
SPT2,TP Hồ Chí Minh,Hà Nội,2026-05-08,18:15,05:30,1200000,248
SE7,Hà Nội,Đà Nẵng,2026-05-08,07:30,21:30,800000,248
SE7,Đà Nẵng,Hà Nội,2026-05-08,16:00,04:00,800000,248
SE1,Hà Nội,Vinh,2026-05-08,11:00,19:30,300000,248
TN2,Vinh,Hà Nội,2026-05-08,18:15,05:45,300000,248
SE6,Hà Nội,Huế,2026-05-08,05:45,17:00,650000,248
SE5,Huế,Hà Nội,2026-05-08,14:30,05:15,650000,248
NA2,Hà Nội,Lào Cai,2026-05-08,06:45,20:45,400000,248
SE9,Lào Cai,Hà Nội,2026-05-08,18:45,05:15,400000,248
TN2,Hà Nội,Hải Phòng,2026-05-08,06:30,18:30,150000,248
SPT2,Hải Phòng,Hà Nội,2026-05-08,13:45,06:45,150000,248
VĐ2,Hà Nội,Nha Trang,2026-05-08,09:45,20:30,950000,248
SE10,Nha Trang,Hà Nội,2026-05-08,17:30,05:15,950000,248
SE8,TP Hồ Chí Minh,Đà Nẵng,2026-05-08,11:00,21:30,850000,248
SE8,Đà Nẵng,TP Hồ Chí Minh,2026-05-08,13:45,04:30,850000,248
HP2,TP Hồ Chí Minh,Nha Trang,2026-05-08,07:00,17:45,500000,248
VĐ2,Nha Trang,TP Hồ Chí Minh,2026-05-08,16:30,06:45,500000,248
NA1,TP Hồ Chí Minh,Bình Thuận,2026-05-08,11:30,19:30,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-05-08,14:15,05:30,350000,248
HP1,Đà Nẵng,Huế,2026-05-08,10:30,19:00,120000,248
HP2,Huế,Đà Nẵng,2026-05-08,14:15,06:00,120000,248
SPT1,Đà Nẵng,Nha Trang,2026-05-08,09:00,19:45,450000,248
SPT2,Nha Trang,Đà Nẵng,2026-05-08,13:00,06:30,450000,248
VĐ2,Hà Nội,TP Hồ Chí Minh,2026-05-09,05:15,16:45,1200000,248
SE8,TP Hồ Chí Minh,Hà Nội,2026-05-09,18:15,05:00,1200000,248
NA1,Hà Nội,Đà Nẵng,2026-05-09,12:00,20:00,800000,248
SE6,Đà Nẵng,Hà Nội,2026-05-09,14:15,05:30,800000,248
SE7,Hà Nội,Vinh,2026-05-09,11:30,16:00,300000,248
SE4,Vinh,Hà Nội,2026-05-09,16:30,06:30,300000,248
SPT2,Hà Nội,Huế,2026-05-09,09:30,16:30,650000,248
SE3,Huế,Hà Nội,2026-05-09,16:30,04:15,650000,248
NA2,Hà Nội,Lào Cai,2026-05-09,10:15,19:15,400000,248
SPT1,Lào Cai,Hà Nội,2026-05-09,18:45,04:00,400000,248
TN2,Hà Nội,Hải Phòng,2026-05-09,11:00,21:15,150000,248
NA1,Hải Phòng,Hà Nội,2026-05-09,13:30,07:30,150000,248
SE7,Hà Nội,Nha Trang,2026-05-09,07:45,19:30,950000,248
SPT1,Nha Trang,Hà Nội,2026-05-09,14:00,07:15,950000,248
SE5,TP Hồ Chí Minh,Đà Nẵng,2026-05-09,08:30,20:00,850000,248
SE10,Đà Nẵng,TP Hồ Chí Minh,2026-05-09,16:15,04:45,850000,248
SE3,TP Hồ Chí Minh,Nha Trang,2026-05-09,11:45,16:15,500000,248
VĐ1,Nha Trang,TP Hồ Chí Minh,2026-05-09,18:30,04:45,500000,248
NA1,TP Hồ Chí Minh,Bình Thuận,2026-05-09,12:30,21:30,350000,248
SE4,Bình Thuận,TP Hồ Chí Minh,2026-05-09,14:15,04:45,350000,248
HP1,Đà Nẵng,Huế,2026-05-09,05:45,19:30,120000,248
NA2,Huế,Đà Nẵng,2026-05-09,16:15,06:15,120000,248
NA2,Đà Nẵng,Nha Trang,2026-05-09,09:00,16:00,450000,248
SE1,Nha Trang,Đà Nẵng,2026-05-09,17:45,05:30,450000,248
SE5,Hà Nội,TP Hồ Chí Minh,2026-05-10,06:45,17:30,1200000,248
SE6,TP Hồ Chí Minh,Hà Nội,2026-05-10,16:45,05:15,1200000,248
SE2,Hà Nội,Đà Nẵng,2026-05-10,07:15,17:30,800000,248
SE10,Đà Nẵng,Hà Nội,2026-05-10,13:00,05:00,800000,248
HP2,Hà Nội,Vinh,2026-05-10,09:00,21:15,300000,248
SE4,Vinh,Hà Nội,2026-05-10,14:45,05:00,300000,248
TN2,Hà Nội,Huế,2026-05-10,09:00,17:30,650000,248
SE9,Huế,Hà Nội,2026-05-10,15:00,06:15,650000,248
TN2,Hà Nội,Lào Cai,2026-05-10,10:45,16:00,400000,248
TN2,Lào Cai,Hà Nội,2026-05-10,14:30,04:15,400000,248
VĐ2,Hà Nội,Hải Phòng,2026-05-10,11:15,17:30,150000,248
SE4,Hải Phòng,Hà Nội,2026-05-10,14:15,07:30,150000,248
SE9,Hà Nội,Nha Trang,2026-05-10,06:15,17:15,950000,248
TN1,Nha Trang,Hà Nội,2026-05-10,18:45,06:30,950000,248
SE10,TP Hồ Chí Minh,Đà Nẵng,2026-05-10,10:45,21:45,850000,248
VĐ1,Đà Nẵng,TP Hồ Chí Minh,2026-05-10,13:00,04:45,850000,248
SE3,TP Hồ Chí Minh,Nha Trang,2026-05-10,07:45,16:30,500000,248
VĐ2,Nha Trang,TP Hồ Chí Minh,2026-05-10,14:15,07:00,500000,248
VĐ1,TP Hồ Chí Minh,Bình Thuận,2026-05-10,06:45,18:30,350000,248
VĐ2,Bình Thuận,TP Hồ Chí Minh,2026-05-10,17:30,05:00,350000,248
SPT2,Đà Nẵng,Huế,2026-05-10,06:30,17:15,120000,248
HP2,Huế,Đà Nẵng,2026-05-10,16:00,05:30,120000,248
SE2,Đà Nẵng,Nha Trang,2026-05-10,11:00,18:00,450000,248
SE3,Nha Trang,Đà Nẵng,2026-05-10,15:00,06:30,450000,248
SPT2,Hà Nội,TP Hồ Chí Minh,2026-05-11,12:45,18:15,1200000,248
SE10,TP Hồ Chí Minh,Hà Nội,2026-05-11,15:30,06:30,1200000,248
SE5,Hà Nội,Đà Nẵng,2026-05-11,09:30,19:30,800000,248
SE6,Đà Nẵng,Hà Nội,2026-05-11,16:15,05:15,800000,248
NA2,Hà Nội,Vinh,2026-05-11,06:45,20:15,300000,248
SE3,Vinh,Hà Nội,2026-05-11,16:00,05:15,300000,248
SE5,Hà Nội,Huế,2026-05-11,11:30,16:45,650000,248
HP1,Huế,Hà Nội,2026-05-11,18:30,05:30,650000,248
SE9,Hà Nội,Lào Cai,2026-05-11,12:15,21:30,400000,248
VĐ2,Lào Cai,Hà Nội,2026-05-11,18:00,05:45,400000,248
NA1,Hà Nội,Hải Phòng,2026-05-11,05:15,19:00,150000,248
VĐ2,Hải Phòng,Hà Nội,2026-05-11,18:15,06:15,150000,248
SE10,Hà Nội,Nha Trang,2026-05-11,07:15,17:15,950000,248
SE6,Nha Trang,Hà Nội,2026-05-11,18:30,06:30,950000,248
SE7,TP Hồ Chí Minh,Đà Nẵng,2026-05-11,05:45,21:00,850000,248
HP2,Đà Nẵng,TP Hồ Chí Minh,2026-05-11,16:15,04:15,850000,248
SPT1,TP Hồ Chí Minh,Nha Trang,2026-05-11,10:15,18:15,500000,248
SE8,Nha Trang,TP Hồ Chí Minh,2026-05-11,13:15,05:45,500000,248
SE9,TP Hồ Chí Minh,Bình Thuận,2026-05-11,06:45,21:30,350000,248
HP1,Bình Thuận,TP Hồ Chí Minh,2026-05-11,17:45,05:45,350000,248
HP2,Đà Nẵng,Huế,2026-05-11,12:00,17:00,120000,248
SE6,Huế,Đà Nẵng,2026-05-11,14:15,05:15,120000,248
HP1,Đà Nẵng,Nha Trang,2026-05-11,09:30,19:30,450000,248
SPT1,Nha Trang,Đà Nẵng,2026-05-11,15:15,07:15,450000,248
SPT2,Hà Nội,TP Hồ Chí Minh,2026-05-12,07:30,18:45,1200000,248
SE3,TP Hồ Chí Minh,Hà Nội,2026-05-12,14:00,05:15,1200000,248
SE4,Hà Nội,Đà Nẵng,2026-05-12,06:15,17:00,800000,248
VĐ2,Đà Nẵng,Hà Nội,2026-05-12,14:00,05:45,800000,248
SE8,Hà Nội,Vinh,2026-05-12,09:30,16:15,300000,248
NA2,Vinh,Hà Nội,2026-05-12,18:45,06:30,300000,248
HP2,Hà Nội,Huế,2026-05-12,06:30,19:30,650000,248
TN1,Huế,Hà Nội,2026-05-12,13:15,07:15,650000,248
SE5,Hà Nội,Lào Cai,2026-05-12,07:45,21:15,400000,248
NA2,Lào Cai,Hà Nội,2026-05-12,15:15,06:15,400000,248
NA1,Hà Nội,Hải Phòng,2026-05-12,12:30,20:15,150000,248
TN2,Hải Phòng,Hà Nội,2026-05-12,16:15,04:00,150000,248
VĐ2,Hà Nội,Nha Trang,2026-05-12,06:15,21:45,950000,248
SE7,Nha Trang,Hà Nội,2026-05-12,16:45,06:00,950000,248
SE9,TP Hồ Chí Minh,Đà Nẵng,2026-05-12,12:15,16:15,850000,248
SPT1,Đà Nẵng,TP Hồ Chí Minh,2026-05-12,18:00,06:00,850000,248
SE10,TP Hồ Chí Minh,Nha Trang,2026-05-12,08:00,17:15,500000,248
TN1,Nha Trang,TP Hồ Chí Minh,2026-05-12,17:15,05:15,500000,248
NA1,TP Hồ Chí Minh,Bình Thuận,2026-05-12,06:45,19:30,350000,248
HP1,Bình Thuận,TP Hồ Chí Minh,2026-05-12,13:30,05:00,350000,248
NA2,Đà Nẵng,Huế,2026-05-12,05:00,16:15,120000,248
SE6,Huế,Đà Nẵng,2026-05-12,14:45,05:15,120000,248
HP1,Đà Nẵng,Nha Trang,2026-05-12,07:30,17:45,450000,248
HP2,Nha Trang,Đà Nẵng,2026-05-12,14:15,05:00,450000,248
SE3,Hà Nội,TP Hồ Chí Minh,2026-05-13,07:15,18:45,1200000,248
SE3,TP Hồ Chí Minh,Hà Nội,2026-05-13,15:15,04:30,1200000,248
TN2,Hà Nội,Đà Nẵng,2026-05-13,05:15,16:30,800000,248
SE9,Đà Nẵng,Hà Nội,2026-05-13,16:30,07:30,800000,248
SE4,Hà Nội,Vinh,2026-05-13,05:45,20:00,300000,248
SE7,Vinh,Hà Nội,2026-05-13,17:45,04:00,300000,248
SPT2,Hà Nội,Huế,2026-05-13,10:15,16:15,650000,248
SE6,Huế,Hà Nội,2026-05-13,16:45,05:30,650000,248
SPT1,Hà Nội,Lào Cai,2026-05-13,12:00,19:45,400000,248
SPT1,Lào Cai,Hà Nội,2026-05-13,13:15,04:00,400000,248
SPT2,Hà Nội,Hải Phòng,2026-05-13,08:00,19:00,150000,248
SE9,Hải Phòng,Hà Nội,2026-05-13,15:45,04:00,150000,248
SE9,Hà Nội,Nha Trang,2026-05-13,09:45,19:30,950000,248
SE8,Nha Trang,Hà Nội,2026-05-13,16:30,06:00,950000,248
SPT1,TP Hồ Chí Minh,Đà Nẵng,2026-05-13,10:45,18:00,850000,248
NA1,Đà Nẵng,TP Hồ Chí Minh,2026-05-13,16:00,04:00,850000,248
SE3,TP Hồ Chí Minh,Nha Trang,2026-05-13,08:00,19:30,500000,248
SE9,Nha Trang,TP Hồ Chí Minh,2026-05-13,13:15,07:45,500000,248
NA2,TP Hồ Chí Minh,Bình Thuận,2026-05-13,11:15,18:45,350000,248
TN1,Bình Thuận,TP Hồ Chí Minh,2026-05-13,17:15,05:15,350000,248
VĐ1,Đà Nẵng,Huế,2026-05-13,11:00,17:15,120000,248
SE5,Huế,Đà Nẵng,2026-05-13,17:00,04:30,120000,248
SPT1,Đà Nẵng,Nha Trang,2026-05-13,06:30,18:45,450000,248
SE6,Nha Trang,Đà Nẵng,2026-05-13,16:00,05:30,450000,248
SE2,Hà Nội,TP Hồ Chí Minh,2026-05-14,09:30,17:15,1200000,248
TN1,TP Hồ Chí Minh,Hà Nội,2026-05-14,18:30,06:00,1200000,248
SE4,Hà Nội,Đà Nẵng,2026-05-14,06:30,19:30,800000,248
SPT2,Đà Nẵng,Hà Nội,2026-05-14,18:15,04:00,800000,248
VĐ1,Hà Nội,Vinh,2026-05-14,05:15,19:15,300000,248
SE10,Vinh,Hà Nội,2026-05-14,18:15,05:15,300000,248
SPT1,Hà Nội,Huế,2026-05-14,05:45,20:45,650000,248
SE6,Huế,Hà Nội,2026-05-14,17:30,07:00,650000,248
NA2,Hà Nội,Lào Cai,2026-05-14,12:45,20:00,400000,248
HP2,Lào Cai,Hà Nội,2026-05-14,15:00,07:00,400000,248
TN1,Hà Nội,Hải Phòng,2026-05-14,11:45,19:30,150000,248
HP2,Hải Phòng,Hà Nội,2026-05-14,17:15,04:00,150000,248
SE4,Hà Nội,Nha Trang,2026-05-14,06:15,17:00,950000,248
VĐ1,Nha Trang,Hà Nội,2026-05-14,18:45,07:45,950000,248
SE8,TP Hồ Chí Minh,Đà Nẵng,2026-05-14,08:30,21:45,850000,248
HP2,Đà Nẵng,TP Hồ Chí Minh,2026-05-14,15:45,07:15,850000,248
SE1,TP Hồ Chí Minh,Nha Trang,2026-05-14,05:30,21:45,500000,248
VĐ1,Nha Trang,TP Hồ Chí Minh,2026-05-14,18:30,07:45,500000,248
HP2,TP Hồ Chí Minh,Bình Thuận,2026-05-14,08:45,18:00,350000,248
SE6,Bình Thuận,TP Hồ Chí Minh,2026-05-14,17:45,04:00,350000,248
HP2,Đà Nẵng,Huế,2026-05-14,06:15,16:30,120000,248
SE3,Huế,Đà Nẵng,2026-05-14,18:15,06:15,120000,248
SPT2,Đà Nẵng,Nha Trang,2026-05-14,10:45,20:30,450000,248
SE6,Nha Trang,Đà Nẵng,2026-05-14,18:00,05:30,450000,248
TN1,Hà Nội,TP Hồ Chí Minh,2026-05-15,11:45,19:15,1200000,248
SE10,TP Hồ Chí Minh,Hà Nội,2026-05-15,16:15,05:00,1200000,248
VĐ1,Hà Nội,Đà Nẵng,2026-05-15,08:00,21:30,800000,248
SE6,Đà Nẵng,Hà Nội,2026-05-15,16:15,06:30,800000,248
SE4,Hà Nội,Vinh,2026-05-15,09:15,20:15,300000,248
SE1,Vinh,Hà Nội,2026-05-15,16:30,05:00,300000,248
SPT1,Hà Nội,Huế,2026-05-15,06:30,16:30,650000,248
SE6,Huế,Hà Nội,2026-05-15,15:15,04:45,650000,248
TN2,Hà Nội,Lào Cai,2026-05-15,10:45,21:15,400000,248
SE7,Lào Cai,Hà Nội,2026-05-15,15:15,05:00,400000,248
VĐ2,Hà Nội,Hải Phòng,2026-05-15,10:15,17:15,150000,248
SE1,Hải Phòng,Hà Nội,2026-05-15,16:30,06:00,150000,248
SE1,Hà Nội,Nha Trang,2026-05-15,05:45,19:15,950000,248
SE3,Nha Trang,Hà Nội,2026-05-15,15:00,07:30,950000,248
HP1,TP Hồ Chí Minh,Đà Nẵng,2026-05-15,05:00,19:00,850000,248
SE10,Đà Nẵng,TP Hồ Chí Minh,2026-05-15,16:15,04:15,850000,248
SE4,TP Hồ Chí Minh,Nha Trang,2026-05-15,12:45,18:30,500000,248
VĐ1,Nha Trang,TP Hồ Chí Minh,2026-05-15,18:00,06:45,500000,248
NA1,TP Hồ Chí Minh,Bình Thuận,2026-05-15,08:00,20:00,350000,248
SE2,Bình Thuận,TP Hồ Chí Minh,2026-05-15,17:45,07:45,350000,248
SE3,Đà Nẵng,Huế,2026-05-15,08:30,19:30,120000,248
SE10,Huế,Đà Nẵng,2026-05-15,15:00,07:45,120000,248
HP2,Đà Nẵng,Nha Trang,2026-05-15,08:45,21:30,450000,248
SE7,Nha Trang,Đà Nẵng,2026-05-15,16:15,04:30,450000,248
SE4,Hà Nội,TP Hồ Chí Minh,2026-05-16,08:45,16:15,1200000,248
VĐ2,TP Hồ Chí Minh,Hà Nội,2026-05-16,17:15,07:00,1200000,248
SE4,Hà Nội,Đà Nẵng,2026-05-16,07:45,21:00,800000,248
SE4,Đà Nẵng,Hà Nội,2026-05-16,16:45,06:45,800000,248
SE9,Hà Nội,Vinh,2026-05-16,09:45,19:45,300000,248
NA1,Vinh,Hà Nội,2026-05-16,13:30,07:45,300000,248
SE4,Hà Nội,Huế,2026-05-16,06:00,16:30,650000,248
SE6,Huế,Hà Nội,2026-05-16,17:30,04:45,650000,248
TN1,Hà Nội,Lào Cai,2026-05-16,10:00,19:00,400000,248
SE10,Lào Cai,Hà Nội,2026-05-16,14:45,06:45,400000,248
HP1,Hà Nội,Hải Phòng,2026-05-16,11:30,17:00,150000,248
NA2,Hải Phòng,Hà Nội,2026-05-16,18:45,06:30,150000,248
SE2,Hà Nội,Nha Trang,2026-05-16,08:45,20:45,950000,248
SE1,Nha Trang,Hà Nội,2026-05-16,16:15,06:15,950000,248
SE9,TP Hồ Chí Minh,Đà Nẵng,2026-05-16,12:30,21:45,850000,248
SE6,Đà Nẵng,TP Hồ Chí Minh,2026-05-16,16:45,04:00,850000,248
SE3,TP Hồ Chí Minh,Nha Trang,2026-05-16,10:30,17:30,500000,248
SE8,Nha Trang,TP Hồ Chí Minh,2026-05-16,17:00,04:15,500000,248
SPT1,TP Hồ Chí Minh,Bình Thuận,2026-05-16,12:45,16:30,350000,248
NA2,Bình Thuận,TP Hồ Chí Minh,2026-05-16,13:00,06:45,350000,248
SE6,Đà Nẵng,Huế,2026-05-16,12:15,21:00,120000,248
SE3,Huế,Đà Nẵng,2026-05-16,16:30,04:30,120000,248
SE6,Đà Nẵng,Nha Trang,2026-05-16,06:45,16:45,450000,248
SE4,Nha Trang,Đà Nẵng,2026-05-16,14:45,04:30,450000,248
SE10,Hà Nội,TP Hồ Chí Minh,2026-05-17,08:00,20:30,1200000,248
SE1,TP Hồ Chí Minh,Hà Nội,2026-05-17,17:45,04:30,1200000,248
HP1,Hà Nội,Đà Nẵng,2026-05-17,08:15,17:00,800000,248
TN2,Đà Nẵng,Hà Nội,2026-05-17,16:00,04:45,800000,248
SE9,Hà Nội,Vinh,2026-05-17,08:45,18:15,300000,248
SE10,Vinh,Hà Nội,2026-05-17,13:45,06:00,300000,248
SE2,Hà Nội,Huế,2026-05-17,10:15,20:45,650000,248
SE1,Huế,Hà Nội,2026-05-17,13:15,05:30,650000,248
TN2,Hà Nội,Lào Cai,2026-05-17,09:30,20:00,400000,248
SE10,Lào Cai,Hà Nội,2026-05-17,15:30,06:45,400000,248
SE6,Hà Nội,Hải Phòng,2026-05-17,07:00,17:30,150000,248
SE8,Hải Phòng,Hà Nội,2026-05-17,16:15,06:00,150000,248
SE3,Hà Nội,Nha Trang,2026-05-17,11:30,19:00,950000,248
SPT2,Nha Trang,Hà Nội,2026-05-17,16:30,05:00,950000,248
SPT1,TP Hồ Chí Minh,Đà Nẵng,2026-05-17,09:15,18:00,850000,248
SE2,Đà Nẵng,TP Hồ Chí Minh,2026-05-17,17:00,07:45,850000,248
SE1,TP Hồ Chí Minh,Nha Trang,2026-05-17,08:00,18:45,500000,248
SE9,Nha Trang,TP Hồ Chí Minh,2026-05-17,17:15,06:45,500000,248
SPT2,TP Hồ Chí Minh,Bình Thuận,2026-05-17,10:15,18:30,350000,248
SE10,Bình Thuận,TP Hồ Chí Minh,2026-05-17,15:45,07:45,350000,248
SE9,Đà Nẵng,Huế,2026-05-17,07:30,16:45,120000,248
SPT1,Huế,Đà Nẵng,2026-05-17,14:15,06:00,120000,248
SE10,Đà Nẵng,Nha Trang,2026-05-17,05:15,20:30,450000,248
TN1,Nha Trang,Đà Nẵng,2026-05-17,16:00,06:45,450000,248
SE9,Hà Nội,TP Hồ Chí Minh,2026-05-18,12:45,19:45,1200000,248
NA2,TP Hồ Chí Minh,Hà Nội,2026-05-18,16:00,05:00,1200000,248
SE10,Hà Nội,Đà Nẵng,2026-05-18,10:15,21:00,800000,248
SE1,Đà Nẵng,Hà Nội,2026-05-18,14:45,06:15,800000,248
SE2,Hà Nội,Vinh,2026-05-18,08:00,19:30,300000,248
VĐ1,Vinh,Hà Nội,2026-05-18,18:30,04:30,300000,248
SE7,Hà Nội,Huế,2026-05-18,09:15,19:30,650000,248
SE4,Huế,Hà Nội,2026-05-18,14:00,07:00,650000,248
TN2,Hà Nội,Lào Cai,2026-05-18,06:45,21:15,400000,248
SE8,Lào Cai,Hà Nội,2026-05-18,13:15,05:00,400000,248
SE4,Hà Nội,Hải Phòng,2026-05-18,08:45,19:00,150000,248
SE7,Hải Phòng,Hà Nội,2026-05-18,14:45,04:45,150000,248
SE9,Hà Nội,Nha Trang,2026-05-18,07:30,19:30,950000,248
SE3,Nha Trang,Hà Nội,2026-05-18,17:30,07:00,950000,248
VĐ2,TP Hồ Chí Minh,Đà Nẵng,2026-05-18,12:30,18:30,850000,248
HP1,Đà Nẵng,TP Hồ Chí Minh,2026-05-18,13:00,05:00,850000,248
SPT1,TP Hồ Chí Minh,Nha Trang,2026-05-18,09:30,20:15,500000,248
SE9,Nha Trang,TP Hồ Chí Minh,2026-05-18,14:30,06:00,500000,248
VĐ2,TP Hồ Chí Minh,Bình Thuận,2026-05-18,08:15,17:00,350000,248
SE4,Bình Thuận,TP Hồ Chí Minh,2026-05-18,16:30,06:15,350000,248
SE2,Đà Nẵng,Huế,2026-05-18,08:15,19:30,120000,248
TN1,Huế,Đà Nẵng,2026-05-18,15:15,05:00,120000,248
VĐ2,Đà Nẵng,Nha Trang,2026-05-18,11:00,19:30,450000,248
SE7,Nha Trang,Đà Nẵng,2026-05-18,13:15,06:45,450000,248
HP2,Hà Nội,TP Hồ Chí Minh,2026-05-19,05:15,17:00,1200000,248
HP1,TP Hồ Chí Minh,Hà Nội,2026-05-19,18:45,05:00,1200000,248
SE9,Hà Nội,Đà Nẵng,2026-05-19,07:00,19:45,800000,248
SE2,Đà Nẵng,Hà Nội,2026-05-19,18:00,07:30,800000,248
SE3,Hà Nội,Vinh,2026-05-19,05:00,16:30,300000,248
VĐ1,Vinh,Hà Nội,2026-05-19,18:45,06:45,300000,248
SPT2,Hà Nội,Huế,2026-05-19,10:00,19:30,650000,248
SE4,Huế,Hà Nội,2026-05-19,16:00,07:00,650000,248
SE10,Hà Nội,Lào Cai,2026-05-19,11:00,16:30,400000,248
SPT2,Lào Cai,Hà Nội,2026-05-19,14:30,07:30,400000,248
HP1,Hà Nội,Hải Phòng,2026-05-19,11:00,18:30,150000,248
SE3,Hải Phòng,Hà Nội,2026-05-19,14:00,05:00,150000,248
SE9,Hà Nội,Nha Trang,2026-05-19,12:00,21:45,950000,248
SE9,Nha Trang,Hà Nội,2026-05-19,14:30,06:00,950000,248
NA2,TP Hồ Chí Minh,Đà Nẵng,2026-05-19,09:45,18:30,850000,248
SPT2,Đà Nẵng,TP Hồ Chí Minh,2026-05-19,15:45,05:30,850000,248
SPT1,TP Hồ Chí Minh,Nha Trang,2026-05-19,08:30,16:45,500000,248
SE2,Nha Trang,TP Hồ Chí Minh,2026-05-19,15:15,06:30,500000,248
VĐ1,TP Hồ Chí Minh,Bình Thuận,2026-05-19,11:30,16:45,350000,248
HP2,Bình Thuận,TP Hồ Chí Minh,2026-05-19,16:45,06:45,350000,248
SE1,Đà Nẵng,Huế,2026-05-19,05:45,19:15,120000,248
SPT1,Huế,Đà Nẵng,2026-05-19,16:45,04:45,120000,248
SE3,Đà Nẵng,Nha Trang,2026-05-19,08:45,19:45,450000,248
SE6,Nha Trang,Đà Nẵng,2026-05-19,16:00,04:15,450000,248
TN2,Hà Nội,TP Hồ Chí Minh,2026-05-20,12:00,20:45,1200000,248
SE6,TP Hồ Chí Minh,Hà Nội,2026-05-20,16:45,06:15,1200000,248
SE1,Hà Nội,Đà Nẵng,2026-05-20,05:00,16:00,800000,248
TN1,Đà Nẵng,Hà Nội,2026-05-20,13:30,05:15,800000,248
SE3,Hà Nội,Vinh,2026-05-20,10:45,17:45,300000,248
SE4,Vinh,Hà Nội,2026-05-20,16:00,07:00,300000,248
NA2,Hà Nội,Huế,2026-05-20,09:45,18:00,650000,248
SPT2,Huế,Hà Nội,2026-05-20,16:45,07:15,650000,248
TN1,Hà Nội,Lào Cai,2026-05-20,11:45,20:30,400000,248
SE6,Lào Cai,Hà Nội,2026-05-20,14:45,06:30,400000,248
SPT1,Hà Nội,Hải Phòng,2026-05-20,07:45,16:15,150000,248
SPT2,Hải Phòng,Hà Nội,2026-05-20,14:00,07:00,150000,248
TN1,Hà Nội,Nha Trang,2026-05-20,06:15,19:30,950000,248
NA1,Nha Trang,Hà Nội,2026-05-20,15:30,07:45,950000,248
SE3,TP Hồ Chí Minh,Đà Nẵng,2026-05-20,06:15,19:00,850000,248
SE10,Đà Nẵng,TP Hồ Chí Minh,2026-05-20,13:30,04:15,850000,248
SE2,TP Hồ Chí Minh,Nha Trang,2026-05-20,07:45,16:00,500000,248
NA2,Nha Trang,TP Hồ Chí Minh,2026-05-20,18:30,04:30,500000,248
NA2,TP Hồ Chí Minh,Bình Thuận,2026-05-20,06:00,21:45,350000,248
HP2,Bình Thuận,TP Hồ Chí Minh,2026-05-20,17:30,07:45,350000,248
TN1,Đà Nẵng,Huế,2026-05-20,06:30,19:15,120000,248
VĐ1,Huế,Đà Nẵng,2026-05-20,16:30,05:45,120000,248
SPT1,Đà Nẵng,Nha Trang,2026-05-20,07:30,18:45,450000,248
SE2,Nha Trang,Đà Nẵng,2026-05-20,17:15,05:45,450000,248
SE1,Hà Nội,TP Hồ Chí Minh,2026-05-21,09:45,16:30,1200000,248
SE7,TP Hồ Chí Minh,Hà Nội,2026-05-21,15:00,05:00,1200000,248
NA2,Hà Nội,Đà Nẵng,2026-05-21,09:15,19:00,800000,248
NA2,Đà Nẵng,Hà Nội,2026-05-21,14:45,05:15,800000,248
SE10,Hà Nội,Vinh,2026-05-21,12:00,19:00,300000,248
SE2,Vinh,Hà Nội,2026-05-21,18:00,04:30,300000,248
NA2,Hà Nội,Huế,2026-05-21,12:15,19:00,650000,248
NA1,Huế,Hà Nội,2026-05-21,17:15,04:00,650000,248
NA1,Hà Nội,Lào Cai,2026-05-21,06:30,16:45,400000,248
SE3,Lào Cai,Hà Nội,2026-05-21,13:00,06:00,400000,248
TN2,Hà Nội,Hải Phòng,2026-05-21,10:00,19:45,150000,248
SPT2,Hải Phòng,Hà Nội,2026-05-21,18:00,06:30,150000,248
SE6,Hà Nội,Nha Trang,2026-05-21,06:45,19:30,950000,248
SE5,Nha Trang,Hà Nội,2026-05-21,16:00,07:15,950000,248
NA1,TP Hồ Chí Minh,Đà Nẵng,2026-05-21,12:30,16:15,850000,248
SPT1,Đà Nẵng,TP Hồ Chí Minh,2026-05-21,14:30,05:15,850000,248
SE9,TP Hồ Chí Minh,Nha Trang,2026-05-21,10:00,16:15,500000,248
SE7,Nha Trang,TP Hồ Chí Minh,2026-05-21,18:45,06:15,500000,248
VĐ2,TP Hồ Chí Minh,Bình Thuận,2026-05-21,06:30,19:00,350000,248
SE2,Bình Thuận,TP Hồ Chí Minh,2026-05-21,15:30,06:45,350000,248
TN1,Đà Nẵng,Huế,2026-05-21,06:45,16:45,120000,248
SE8,Huế,Đà Nẵng,2026-05-21,18:45,04:00,120000,248
SE10,Đà Nẵng,Nha Trang,2026-05-21,10:45,18:15,450000,248
